winner,loser,game_id,url,date,home_won
Eastern Michigan,Wayne State (MI),63,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-eastern-michigan.html,2022-11-07,1
Elon,Erskine,64,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-elon.html,2022-11-07,1
Florida Atlantic,Lynn,65,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-florida-atlantic.html,2022-11-07,1
Florida International,Houston Christian,66,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-florida-international.html,2022-11-07,1
Stetson,Florida State,67,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-florida-state.html,2022-11-07,0
Fordham,Dartmouth,68,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-fordham.html,2022-11-07,1
Furman,North Greenville,69,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-furman.html,2022-11-07,1
George Washington,Virginia State,70,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-george-washington.html,2022-11-07,1
Georgia,Western Carolina,71,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-georgia.html,2022-11-07,1
Georgia Tech,Clayton State,72,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-georgia-tech.html,2022-11-07,1
Siena,Holy Cross,73,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-holy-cross.html,2022-11-07,0
Indiana State,Green Bay,74,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-indiana-state.html,2022-11-07,1
Iona,Penn,75,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-iona.html,2022-11-07,1
Iowa,Bethune-Cookman,76,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-iowa.html,2022-11-07,1
Kennesaw State,LaGrange,77,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-kennesaw-state.html,2022-11-07,1
Liberty,Regent,78,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-liberty.html,2022-11-07,1
Maryland,Niagara,79,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-maryland.html,2022-11-07,1
UMass,Central Connecticut,80,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-massachusetts.html,2022-11-07,1
Miami (FL),Lafayette,81,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-miami-fl.html,2022-11-07,1
Michigan State,Northern Arizona,82,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-michigan-state.html,2022-11-07,1
Mississippi State,Texas A&M-Corpus Christi,83,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-mississippi-state.html,2022-11-07,1
New Hampshire,Brandeis,84,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-new-hampshire.html,2022-11-07,1
Norfolk State,Virginia-Lynchburg,85,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-norfolk-state.html,2022-11-07,1
North Carolina A&T,Edward Waters,86,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-north-carolina-at.html,2022-11-07,1
Kent State,Northern Kentucky,87,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-northern-kentucky.html,2022-11-07,0
Ohio State,Robert Morris,88,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-ohio-state.html,2022-11-07,1
Old Dominion,Maryland-Eastern Shore,89,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-old-dominion.html,2022-11-07,1
Penn State,Winthrop,90,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-penn-state.html,2022-11-07,1
Pitt,UT-Martin,91,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-pittsburgh.html,2022-11-07,1
Presbyterian,Carolina,92,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-presbyterian.html,2022-11-07,1
Hofstra,Princeton,93,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-princeton.html,2022-11-07,0
Queens (NC),Marshall,94,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-queens-nc.html,2022-11-07,1
Quinnipiac,Rhode Island,95,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-rhode-island.html,2022-11-07,0
Richmond,VMI,96,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-richmond.html,2022-11-07,1
Rutgers,Columbia,97,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-rutgers.html,2022-11-07,1
St. Peter's,NJIT,98,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-saint-peters.html,2022-11-07,1
USC Upstate,Brevard,99,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-south-carolina-upstate.html,2022-11-07,1
St. Bonaventure,Saint Francis (PA),100,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-st-bonaventure.html,2022-11-07,1
St. Francis (NY),Mt. St. Mary (NY),101,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-st-francis-ny.html,2022-11-07,1
Wagner,Temple,102,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-temple.html,2022-11-07,0
Toledo,Valparaiso,103,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-toledo.html,2022-11-07,1
Towson,Albany (NY),104,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-towson.html,2022-11-07,1
Troy,Montevallo,105,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-troy.html,2022-11-07,1
Utah,LIU,106,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-utah.html,2022-11-07,1
Vermont,Brown,107,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-vermont.html,2022-11-07,1
VCU,Manhattan,108,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-virginia-commonwealth.html,2022-11-07,1
Washington State,Texas State,109,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-washington-state.html,2022-11-07,1
West Virginia,Mount St. Mary's,110,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-west-virginia.html,2022-11-07,1
Navy,William & Mary,111,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-william-mary.html,2022-11-07,0
Wofford,Bob Jones University,112,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-wofford.html,2022-11-07,1
Xavier,Morgan State,113,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-xavier.html,2022-11-07,1
Yale,Sarah Lawrence,114,https://www.sports-reference.com/cbb/boxscores/2022-11-07-19-yale.html,2022-11-07,1
Abilene Christian,Jackson State,115,https://www.sports-reference.com/cbb/boxscores/2022-11-07-20-abilene-christian.html,2022-11-07,1
Arkansas State,Harding,116,https://www.sports-reference.com/cbb/boxscores/2022-11-07-20-arkansas-state.html,2022-11-07,1
Boston College,Cornell,117,https://www.sports-reference.com/cbb/boxscores/2022-11-07-20-boston-college.html,2022-11-07,1
