mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,game_outcome,team,gameid
199.0,27.0,59.0,0.458,23.0,40.0,0.575,4.0,19.0,0.211,13.0,20.0,0.65,10.0,23.0,33.0,13.0,5.0,2.0,6.0,19.0,71.0,0.518,0.492,0.322,0.339,31.3,76.7,53.2,48.1,7.7,6.1,8.1,100.0,109.2,89.2,winner,St. Bonaventure,100
200.0,20.0,52.0,0.385,16.0,33.0,0.485,4.0,19.0,0.211,14.0,21.0,0.667,7.0,22.0,29.0,12.0,1.0,0.0,11.0,19.0,58.0,0.468,0.423,0.365,0.404,23.3,68.8,46.8,60.0,1.5,0.0,15.1,100.0,89.2,109.2,loser,Saint Francis (PA),100
200.0,37.0,73.0,0.507,26.0,39.0,0.667,11.0,34.0,0.324,9.0,13.0,0.692,14.0,26.0,40.0,27.0,14.0,8.0,11.0,17.0,94.0,0.594,0.582,0.466,0.178,43.8,76.5,60.6,73.0,18.4,20.0,12.2,100.0,123.7,73.7,winner,St. Francis (NY),101
200.0,18.0,53.0,0.34,14.0,40.0,0.35,4.0,13.0,0.308,16.0,20.0,0.8,8.0,18.0,26.0,8.0,5.0,2.0,22.0,12.0,56.0,0.448,0.377,0.245,0.377,23.5,56.3,39.4,44.4,6.6,5.1,26.0,100.0,73.7,123.7,loser,Mt. St. Mary (NY),101
225.0,27.0,64.0,0.422,20.0,39.0,0.513,7.0,25.0,0.28,15.0,22.0,0.682,10.0,25.0,35.0,10.0,6.0,2.0,8.0,20.0,76.0,0.51,0.477,0.391,0.344,28.6,80.6,53.0,37.0,8.1,5.9,9.7,100.0,102.7,98.6,winner,Wagner,102
224.0,21.0,54.0,0.389,16.0,34.0,0.471,5.0,20.0,0.25,26.0,30.0,0.867,6.0,25.0,31.0,10.0,3.0,8.0,13.0,20.0,73.0,0.535,0.435,0.37,0.556,19.4,71.4,47.0,47.6,4.1,20.5,16.0,100.0,98.6,102.7,loser,Temple,102
200.0,32.0,70.0,0.457,24.0,50.0,0.48,8.0,20.0,0.4,13.0,16.0,0.813,11.0,24.0,35.0,16.0,14.0,4.0,8.0,13.0,85.0,0.548,0.514,0.286,0.229,32.4,82.8,55.6,50.0,18.7,8.5,9.3,100.0,113.3,93.3,winner,Toledo,103
200.0,30.0,61.0,0.492,24.0,47.0,0.511,6.0,14.0,0.429,4.0,6.0,0.667,5.0,23.0,28.0,16.0,5.0,1.0,17.0,17.0,70.0,0.548,0.541,0.23,0.098,17.2,67.6,44.4,53.3,6.7,2.0,21.0,100.0,93.3,113.3,loser,Valparaiso,103
200.0,23.0,53.0,0.434,20.0,41.0,0.488,3.0,12.0,0.25,18.0,21.0,0.857,7.0,21.0,28.0,13.0,6.0,3.0,13.0,16.0,67.0,0.532,0.462,0.226,0.396,23.3,67.7,45.9,56.5,8.8,13.6,17.1,100.0,98.5,91.2,winner,Towson,104
200.0,19.0,53.0,0.358,9.0,22.0,0.409,10.0,31.0,0.323,14.0,18.0,0.778,10.0,23.0,33.0,14.0,5.0,4.0,15.0,21.0,62.0,0.504,0.453,0.585,0.34,32.3,76.7,54.1,73.7,7.4,9.8,19.6,100.0,91.2,98.5,loser,Albany (NY),104
200.0,29.0,64.0,0.453,18.0,34.0,0.529,11.0,30.0,0.367,18.0,27.0,0.667,13.0,26.0,39.0,14.0,9.0,6.0,14.0,14.0,87.0,0.566,0.539,0.469,0.422,35.1,92.9,60.0,48.3,11.8,21.4,15.4,100.0,114.5,88.2,winner,Troy,105
200.0,27.0,55.0,0.491,21.0,28.0,0.75,6.0,27.0,0.222,7.0,11.0,0.636,2.0,24.0,26.0,14.0,6.0,2.0,16.0,23.0,67.0,0.556,0.545,0.491,0.2,7.1,64.9,40.0,51.9,7.9,5.9,21.0,100.0,88.2,114.5,loser,Montevallo,105
200.0,30.0,72.0,0.417,23.0,50.0,0.46,7.0,22.0,0.318,22.0,27.0,0.815,15.0,35.0,50.0,11.0,8.0,8.0,7.0,15.0,89.0,0.525,0.465,0.306,0.375,37.5,87.5,62.5,36.7,10.5,17.4,7.6,100.0,117.1,63.2,winner,Utah,106
200.0,19.0,59.0,0.322,16.0,46.0,0.348,3.0,13.0,0.231,7.0,11.0,0.636,5.0,25.0,30.0,10.0,2.0,1.0,16.0,19.0,48.0,0.374,0.347,0.22,0.186,12.5,62.5,37.5,52.6,2.6,2.0,19.9,100.0,63.2,117.1,loser,LIU,106
200.0,28.0,52.0,0.538,18.0,29.0,0.621,10.0,23.0,0.435,14.0,15.0,0.933,4.0,25.0,29.0,15.0,8.0,2.0,15.0,15.0,80.0,0.677,0.635,0.442,0.288,16.7,86.2,54.7,53.6,11.3,5.9,20.2,100.0,112.7,91.5,winner,Vermont,107
200.0,23.0,52.0,0.442,17.0,34.0,0.5,6.0,18.0,0.333,13.0,18.0,0.722,4.0,20.0,24.0,9.0,9.0,2.0,16.0,18.0,65.0,0.537,0.5,0.346,0.346,13.8,83.3,45.3,39.1,12.7,6.9,20.9,100.0,91.5,112.7,loser,Brown,107
200.0,23.0,54.0,0.426,15.0,30.0,0.5,8.0,24.0,0.333,19.0,33.0,0.576,10.0,18.0,28.0,12.0,16.0,2.0,14.0,16.0,73.0,0.524,0.5,0.444,0.611,25.6,94.7,48.3,52.2,21.6,7.4,16.7,100.0,98.6,75.7,winner,VCU,108
200.0,21.0,41.0,0.512,16.0,27.0,0.593,5.0,14.0,0.357,9.0,14.0,0.643,1.0,29.0,30.0,12.0,6.0,3.0,27.0,27.0,56.0,0.588,0.573,0.341,0.341,5.3,74.4,51.7,57.1,8.1,10.0,36.2,100.0,75.7,98.6,loser,Manhattan,108
200.0,29.0,55.0,0.527,20.0,35.0,0.571,9.0,20.0,0.45,16.0,24.0,0.667,10.0,24.0,34.0,19.0,6.0,8.0,12.0,24.0,83.0,0.625,0.609,0.364,0.436,38.5,77.4,59.6,65.5,9.0,21.1,15.3,100.0,123.9,91.0,winner,Washington State,109
200.0,23.0,50.0,0.46,20.0,38.0,0.526,3.0,12.0,0.25,12.0,26.0,0.462,7.0,16.0,23.0,11.0,4.0,4.0,11.0,20.0,61.0,0.489,0.49,0.24,0.52,22.6,61.5,40.4,47.8,6.0,11.4,15.0,100.0,91.0,123.9,loser,Texas State,109
200.0,28.0,57.0,0.491,22.0,37.0,0.595,6.0,20.0,0.3,14.0,19.0,0.737,15.0,28.0,43.0,17.0,11.0,4.0,17.0,22.0,76.0,0.576,0.544,0.351,0.333,57.7,73.7,67.2,60.7,15.7,11.8,20.5,100.0,108.6,82.9,winner,West Virginia,110
200.0,18.0,55.0,0.327,8.0,34.0,0.235,10.0,21.0,0.476,12.0,22.0,0.545,10.0,11.0,21.0,11.0,6.0,2.0,16.0,22.0,58.0,0.443,0.418,0.382,0.4,26.3,42.3,32.8,61.1,8.6,5.4,19.6,100.0,82.9,108.6,loser,Mount St. Mary's,110
200.0,30.0,62.0,0.484,20.0,41.0,0.488,10.0,21.0,0.476,4.0,6.0,0.667,11.0,23.0,34.0,15.0,3.0,2.0,9.0,11.0,74.0,0.571,0.565,0.339,0.097,37.9,71.9,55.7,50.0,4.8,5.6,12.2,100.0,119.4,95.2,winner,Navy,111
200.0,23.0,57.0,0.404,17.0,36.0,0.472,6.0,21.0,0.286,7.0,10.0,0.7,9.0,18.0,27.0,9.0,4.0,5.0,9.0,12.0,59.0,0.478,0.456,0.368,0.175,28.1,62.1,44.3,39.1,6.5,12.2,12.7,100.0,95.2,119.4,loser,William & Mary,111
200.0,49.0,75.0,0.653,37.0,51.0,0.725,12.0,24.0,0.5,10.0,12.0,0.833,13.0,39.0,52.0,17.0,10.0,5.0,9.0,12.0,120.0,0.743,0.733,0.32,0.16,59.1,86.7,77.6,34.7,12.8,10.2,10.0,100.0,153.8,61.5,winner,Wofford,112
200.0,17.0,65.0,0.262,14.0,49.0,0.286,3.0,16.0,0.188,11.0,17.0,0.647,6.0,9.0,15.0,3.0,1.0,0.0,12.0,14.0,48.0,0.328,0.285,0.246,0.262,13.3,40.9,22.4,17.6,1.3,0.0,14.1,100.0,61.5,153.8,loser,Bob Jones University,112
200.0,32.0,62.0,0.516,27.0,48.0,0.563,5.0,14.0,0.357,27.0,36.0,0.75,17.0,26.0,43.0,24.0,15.0,10.0,20.0,20.0,96.0,0.607,0.556,0.226,0.581,60.7,63.4,62.3,75.0,18.1,18.9,20.2,100.0,115.7,88.0,winner,Xavier,113
199.0,26.0,70.0,0.371,21.0,53.0,0.396,5.0,17.0,0.294,16.0,22.0,0.727,15.0,11.0,26.0,11.0,17.0,3.0,18.0,28.0,73.0,0.454,0.407,0.243,0.314,36.6,39.3,37.7,42.3,20.5,6.3,18.3,100.0,88.0,115.7,loser,Morgan State,113
200.0,39.0,68.0,0.574,28.0,40.0,0.7,11.0,28.0,0.393,7.0,13.0,0.538,14.0,36.0,50.0,29.0,11.0,8.0,16.0,14.0,96.0,0.647,0.654,0.412,0.191,46.7,81.8,67.6,74.4,14.5,27.6,17.7,100.0,126.3,53.9,winner,Yale,114
200.0,16.0,61.0,0.262,10.0,29.0,0.345,6.0,32.0,0.188,3.0,13.0,0.231,8.0,16.0,24.0,6.0,7.0,3.0,16.0,11.0,41.0,0.305,0.311,0.525,0.213,18.2,53.3,32.4,37.5,9.2,7.5,19.2,100.0,53.9,126.3,loser,Sarah Lawrence,114
200.0,23.0,57.0,0.404,15.0,29.0,0.517,8.0,28.0,0.286,11.0,20.0,0.55,4.0,28.0,32.0,12.0,9.0,5.0,15.0,17.0,65.0,0.489,0.474,0.491,0.351,10.8,80.0,44.4,52.2,11.7,13.9,18.4,100.0,84.4,72.7,winner,Abilene Christian,115
215.0,22.0,55.0,0.4,20.0,36.0,0.556,2.0,19.0,0.105,10.0,14.0,0.714,7.0,33.0,40.0,9.0,6.0,1.0,21.0,21.0,56.0,0.454,0.418,0.345,0.255,20.0,89.2,55.6,40.9,7.8,3.4,25.4,100.0,72.7,84.4,loser,Jackson State,115
200.0,36.0,64.0,0.563,26.0,43.0,0.605,10.0,21.0,0.476,4.0,10.0,0.4,10.0,30.0,40.0,29.0,15.0,4.0,11.0,12.0,86.0,0.625,0.641,0.328,0.156,33.3,81.1,59.7,80.6,21.4,10.8,13.8,100.0,122.9,78.6,winner,Arkansas State,116
200.0,21.0,56.0,0.375,15.0,37.0,0.405,6.0,19.0,0.316,7.0,10.0,0.7,7.0,20.0,27.0,9.0,8.0,5.0,16.0,12.0,55.0,0.453,0.429,0.339,0.179,18.9,66.7,40.3,42.9,11.4,11.6,20.8,100.0,78.6,122.9,loser,Harding,116
200.0,34.0,72.0,0.472,30.0,55.0,0.545,4.0,17.0,0.235,7.0,13.0,0.538,12.0,27.0,39.0,19.0,16.0,5.0,18.0,15.0,79.0,0.505,0.5,0.236,0.181,33.3,77.1,54.9,55.9,19.0,18.5,18.7,100.0,94.0,91.7,winner,Boston College,117
200.0,29.0,63.0,0.46,16.0,27.0,0.593,13.0,36.0,0.361,6.0,11.0,0.545,8.0,24.0,32.0,18.0,13.0,4.0,23.0,16.0,77.0,0.564,0.563,0.571,0.175,22.9,66.7,45.1,62.1,15.5,7.3,25.2,100.0,91.7,94.0,loser,Cornell,117
200.0,32.0,57.0,0.561,23.0,39.0,0.59,9.0,18.0,0.5,20.0,27.0,0.741,8.0,23.0,31.0,15.0,10.0,4.0,7.0,13.0,93.0,0.666,0.64,0.316,0.474,27.6,74.2,51.7,46.9,14.7,12.9,9.1,100.0,136.8,86.8,winner,Bradley,118
200.0,23.0,56.0,0.411,17.0,31.0,0.548,6.0,25.0,0.24,7.0,8.0,0.875,8.0,21.0,29.0,11.0,4.0,2.0,15.0,17.0,59.0,0.493,0.464,0.446,0.143,25.8,72.4,48.3,47.8,5.9,5.1,20.1,100.0,86.8,136.8,loser,Wisconsin-Parkside,118
200.0,21.0,49.0,0.429,12.0,25.0,0.48,9.0,24.0,0.375,28.0,38.0,0.737,12.0,23.0,35.0,13.0,9.0,6.0,13.0,12.0,79.0,0.589,0.52,0.49,0.776,35.3,82.1,56.5,61.9,13.2,17.1,16.2,100.0,116.2,91.2,winner,Campbell,119
200.0,24.0,52.0,0.462,17.0,35.0,0.486,7.0,17.0,0.412,7.0,11.0,0.636,5.0,22.0,27.0,12.0,9.0,2.0,16.0,27.0,62.0,0.542,0.529,0.327,0.212,17.9,64.7,43.5,50.0,13.2,8.0,21.9,100.0,91.2,116.2,loser,St. Augustine's,119
250.0,34.0,66.0,0.515,23.0,37.0,0.622,11.0,29.0,0.379,19.0,26.0,0.731,8.0,25.0,33.0,13.0,8.0,6.0,19.0,20.0,98.0,0.625,0.598,0.439,0.394,27.6,61.0,47.1,38.2,9.1,12.5,19.5,100.0,111.4,108.0,winner,UNC Asheville,120
250.0,37.0,81.0,0.457,27.0,48.0,0.563,10.0,33.0,0.303,11.0,15.0,0.733,16.0,21.0,37.0,12.0,9.0,5.0,14.0,23.0,95.0,0.539,0.519,0.407,0.185,39.0,72.4,52.9,32.4,10.2,13.5,13.7,100.0,108.0,111.4,loser,UCF,120
200.0,30.0,64.0,0.469,24.0,51.0,0.471,6.0,13.0,0.462,16.0,26.0,0.615,10.0,27.0,37.0,15.0,9.0,4.0,13.0,12.0,82.0,0.537,0.516,0.203,0.406,26.3,69.2,48.1,50.0,11.5,7.8,14.5,100.0,105.1,84.6,winner,Colorado,121
200.0,29.0,72.0,0.403,25.0,51.0,0.49,4.0,21.0,0.19,4.0,10.0,0.4,12.0,28.0,40.0,7.0,5.0,4.0,12.0,22.0,66.0,0.43,0.431,0.292,0.139,30.8,73.7,51.9,24.1,6.4,7.8,13.5,100.0,84.6,105.1,loser,UC-Riverside,121
200.0,29.0,61.0,0.475,19.0,36.0,0.528,10.0,25.0,0.4,13.0,18.0,0.722,9.0,31.0,40.0,12.0,8.0,4.0,10.0,12.0,81.0,0.582,0.557,0.41,0.295,31.0,86.1,61.5,41.4,11.3,16.7,12.6,100.0,114.1,63.4,winner,Florida,122
200.0,16.0,52.0,0.308,10.0,24.0,0.417,6.0,28.0,0.214,7.0,13.0,0.538,5.0,20.0,25.0,9.0,6.0,2.0,18.0,14.0,45.0,0.387,0.365,0.538,0.25,13.9,69.0,38.5,56.3,8.5,5.6,23.6,100.0,63.4,114.1,loser,Stony Brook,122
200.0,27.0,72.0,0.375,18.0,47.0,0.383,9.0,25.0,0.36,13.0,20.0,0.65,16.0,25.0,41.0,13.0,9.0,9.0,5.0,8.0,76.0,0.466,0.438,0.347,0.278,39.0,83.3,57.7,48.1,12.9,26.5,5.8,100.0,108.6,84.3,winner,Georgia State,123
200.0,22.0,55.0,0.4,13.0,34.0,0.382,9.0,21.0,0.429,6.0,8.0,0.75,5.0,25.0,30.0,14.0,1.0,3.0,15.0,17.0,59.0,0.502,0.482,0.382,0.145,16.7,61.0,42.3,63.6,1.4,6.4,20.3,100.0,84.3,108.6,loser,Coastal Georgia,123
200.0,30.0,64.0,0.469,25.0,48.0,0.521,5.0,16.0,0.313,17.0,27.0,0.63,15.0,26.0,41.0,10.0,12.0,5.0,15.0,12.0,82.0,0.534,0.508,0.25,0.422,45.5,74.3,60.3,33.3,15.8,11.4,16.3,100.0,107.9,75.0,winner,Grambling,124
200.0,21.0,62.0,0.339,17.0,44.0,0.386,4.0,18.0,0.222,11.0,13.0,0.846,9.0,18.0,27.0,7.0,4.0,4.0,15.0,22.0,57.0,0.418,0.371,0.29,0.21,25.7,54.5,39.7,33.3,5.3,8.3,18.0,100.0,75.0,107.9,loser,North Texas at Dallas,124
200.0,40.0,75.0,0.533,33.0,50.0,0.66,7.0,25.0,0.28,22.0,33.0,0.667,16.0,28.0,44.0,16.0,15.0,7.0,13.0,17.0,109.0,0.601,0.58,0.333,0.44,43.2,63.6,54.3,40.0,17.2,14.9,12.5,100.0,125.3,81.6,winner,High Point,125
200.0,28.0,73.0,0.384,22.0,47.0,0.468,6.0,26.0,0.231,9.0,13.0,0.692,16.0,21.0,37.0,15.0,9.0,8.0,23.0,22.0,71.0,0.448,0.425,0.356,0.178,36.4,56.8,45.7,53.6,10.3,16.0,22.5,100.0,81.6,125.3,loser,Pfeiffer,125
200.0,31.0,69.0,0.449,24.0,42.0,0.571,7.0,27.0,0.259,13.0,22.0,0.591,12.0,39.0,51.0,16.0,12.0,10.0,13.0,17.0,82.0,0.516,0.5,0.391,0.319,32.4,84.8,61.4,51.6,14.6,22.7,14.1,100.0,100.0,58.5,winner,UIC,126
200.0,18.0,64.0,0.281,13.0,44.0,0.295,5.0,20.0,0.25,7.0,12.0,0.583,7.0,25.0,32.0,8.0,6.0,2.0,20.0,20.0,48.0,0.344,0.32,0.313,0.188,15.2,67.6,38.6,44.4,7.3,4.8,22.3,100.0,58.5,100.0,loser,Trinity Christian,126
200.0,28.0,65.0,0.431,20.0,39.0,0.513,8.0,26.0,0.308,7.0,10.0,0.7,4.0,22.0,26.0,16.0,5.0,3.0,4.0,17.0,71.0,0.509,0.492,0.4,0.154,11.1,71.0,38.8,57.1,7.0,8.1,5.4,100.0,100.0,95.8,winner,Western Illinois,127
200.0,21.0,56.0,0.375,16.0,37.0,0.432,5.0,19.0,0.263,21.0,25.0,0.84,9.0,32.0,41.0,4.0,3.0,3.0,13.0,16.0,68.0,0.501,0.42,0.339,0.446,29.0,88.9,61.2,19.0,4.2,7.7,16.1,100.0,95.8,100.0,loser,Illinois State,127
200.0,21.0,50.0,0.42,16.0,30.0,0.533,5.0,20.0,0.25,18.0,27.0,0.667,10.0,23.0,33.0,14.0,3.0,6.0,12.0,16.0,65.0,0.517,0.47,0.4,0.54,38.5,71.9,56.9,66.7,4.5,14.6,16.0,100.0,97.0,85.1,winner,North Dakota,128
200.0,22.0,61.0,0.361,19.0,41.0,0.463,3.0,20.0,0.15,10.0,15.0,0.667,9.0,16.0,25.0,10.0,9.0,2.0,10.0,26.0,57.0,0.418,0.385,0.328,0.246,28.1,61.5,43.1,45.5,13.4,6.7,12.8,100.0,85.1,97.0,loser,Incarnate Word,128
200.0,32.0,62.0,0.516,26.0,43.0,0.605,6.0,19.0,0.316,18.0,23.0,0.783,13.0,24.0,37.0,20.0,15.0,4.0,14.0,18.0,88.0,0.603,0.565,0.306,0.371,46.4,80.0,63.8,62.5,20.5,13.8,16.1,100.0,120.5,53.4,winner,Iowa State,129
200.0,14.0,42.0,0.333,12.0,29.0,0.414,2.0,13.0,0.154,9.0,16.0,0.563,6.0,15.0,21.0,4.0,7.0,2.0,28.0,24.0,39.0,0.393,0.357,0.31,0.381,20.0,53.6,36.2,28.6,9.6,4.7,36.1,100.0,53.4,120.5,loser,IUPUI,129
199.0,21.0,54.0,0.389,16.0,34.0,0.471,5.0,20.0,0.25,16.0,24.0,0.667,13.0,24.0,37.0,12.0,6.0,5.0,14.0,13.0,63.0,0.482,0.435,0.37,0.444,37.1,61.5,50.0,57.1,9.0,13.5,17.6,100.0,94.0,91.0,winner,Lamar,130
200.0,22.0,65.0,0.338,13.0,37.0,0.351,9.0,28.0,0.321,8.0,10.0,0.8,15.0,22.0,37.0,14.0,5.0,4.0,13.0,20.0,61.0,0.437,0.408,0.431,0.154,38.5,62.9,50.0,63.6,7.5,11.8,15.7,100.0,91.0,94.0,loser,St. Thomas (TX),130
200.0,34.0,64.0,0.531,22.0,36.0,0.611,12.0,28.0,0.429,26.0,30.0,0.867,13.0,36.0,49.0,18.0,5.0,5.0,12.0,14.0,106.0,0.677,0.625,0.438,0.469,40.6,81.8,64.5,52.9,6.3,11.9,13.3,100.0,134.2,69.6,winner,Louisiana,131
200.0,19.0,67.0,0.284,12.0,42.0,0.286,7.0,25.0,0.28,10.0,11.0,0.909,8.0,19.0,27.0,4.0,4.0,1.0,16.0,23.0,55.0,0.381,0.336,0.373,0.164,18.2,59.4,35.5,21.1,5.1,2.8,18.1,100.0,69.6,134.2,loser,Centenary (LA),131
225.0,31.0,67.0,0.463,23.0,31.0,0.742,8.0,36.0,0.222,18.0,26.0,0.692,13.0,29.0,42.0,21.0,7.0,5.0,18.0,23.0,88.0,0.555,0.522,0.537,0.388,37.1,61.7,51.2,67.7,8.4,10.6,18.5,100.0,106.0,98.8,winner,Loyola (IL),132
225.0,30.0,75.0,0.4,23.0,47.0,0.489,7.0,28.0,0.25,15.0,23.0,0.652,18.0,22.0,40.0,11.0,9.0,2.0,14.0,25.0,82.0,0.477,0.447,0.373,0.307,38.3,62.9,48.8,36.7,10.8,6.5,14.0,100.0,98.8,106.0,loser,Fairleigh Dickinson,132
200.0,27.0,59.0,0.458,22.0,40.0,0.55,5.0,19.0,0.263,20.0,25.0,0.8,8.0,30.0,38.0,18.0,9.0,3.0,18.0,20.0,79.0,0.557,0.5,0.322,0.424,25.0,81.1,55.1,66.7,11.3,7.9,20.3,100.0,98.8,86.3,winner,Marquette,133
200.0,26.0,63.0,0.413,21.0,38.0,0.553,5.0,25.0,0.2,12.0,20.0,0.6,7.0,24.0,31.0,11.0,8.0,3.0,14.0,20.0,69.0,0.476,0.452,0.397,0.317,18.9,75.0,44.9,42.3,10.0,7.5,16.2,100.0,86.3,98.8,loser,Radford,133
200.0,47.0,83.0,0.566,36.0,52.0,0.692,11.0,31.0,0.355,5.0,13.0,0.385,21.0,27.0,48.0,25.0,14.0,3.0,11.0,15.0,110.0,0.617,0.633,0.373,0.157,52.5,75.0,63.2,53.2,17.5,10.7,11.0,100.0,137.5,67.5,winner,McNeese State,134
200.0,21.0,59.0,0.356,15.0,28.0,0.536,6.0,31.0,0.194,6.0,11.0,0.545,9.0,19.0,28.0,13.0,10.0,3.0,25.0,13.0,54.0,0.42,0.407,0.525,0.186,25.0,47.5,36.8,61.9,12.5,5.8,28.0,100.0,67.5,137.5,loser,Champion Christian,134
200.0,28.0,60.0,0.467,21.0,37.0,0.568,7.0,23.0,0.304,15.0,20.0,0.75,8.0,25.0,33.0,9.0,5.0,2.0,12.0,17.0,78.0,0.561,0.525,0.383,0.333,28.6,78.1,55.0,32.1,6.7,5.4,14.7,100.0,104.0,98.7,winner,Evansville,135
200.0,26.0,60.0,0.433,20.0,37.0,0.541,6.0,23.0,0.261,16.0,20.0,0.8,7.0,20.0,27.0,11.0,7.0,1.0,13.0,16.0,74.0,0.532,0.483,0.383,0.333,21.9,71.4,45.0,42.3,9.3,2.7,15.8,100.0,98.7,104.0,loser,Miami (OH),135
200.0,35.0,73.0,0.479,28.0,45.0,0.622,7.0,28.0,0.25,20.0,28.0,0.714,14.0,24.0,38.0,20.0,12.0,4.0,11.0,20.0,97.0,0.562,0.527,0.384,0.384,37.8,75.0,55.1,57.1,14.3,13.3,11.3,100.0,115.5,108.3,winner,Missouri,136
200.0,29.0,60.0,0.483,14.0,30.0,0.467,15.0,30.0,0.5,18.0,24.0,0.75,8.0,23.0,31.0,15.0,7.0,5.0,21.0,24.0,91.0,0.637,0.608,0.5,0.4,25.0,62.2,44.9,51.7,8.3,11.1,22.7,100.0,108.3,115.5,loser,Southern Indiana,136
200.0,21.0,60.0,0.35,15.0,44.0,0.341,6.0,16.0,0.375,11.0,20.0,0.55,14.0,22.0,36.0,10.0,9.0,4.0,17.0,18.0,59.0,0.424,0.4,0.267,0.333,35.9,68.8,50.7,47.6,12.3,13.8,19.7,100.0,80.8,76.7,winner,Lincoln (MO),137
200.0,21.0,54.0,0.389,16.0,29.0,0.552,5.0,25.0,0.2,9.0,17.0,0.529,10.0,25.0,35.0,9.0,6.0,6.0,21.0,19.0,56.0,0.451,0.435,0.463,0.315,31.3,64.1,49.3,42.9,8.2,13.6,25.3,100.0,76.7,80.8,loser,Kansas City,137
199.0,30.0,65.0,0.462,23.0,43.0,0.535,7.0,22.0,0.318,12.0,16.0,0.75,15.0,26.0,41.0,12.0,2.0,2.0,11.0,10.0,79.0,0.544,0.515,0.338,0.246,42.9,83.9,62.1,40.0,2.9,7.7,13.2,100.0,116.2,97.1,winner,Nebraska,138
200.0,26.0,55.0,0.473,14.0,26.0,0.538,12.0,29.0,0.414,2.0,10.0,0.2,5.0,20.0,25.0,16.0,7.0,7.0,12.0,18.0,66.0,0.552,0.582,0.527,0.182,16.1,57.1,37.9,61.5,10.3,16.3,16.7,100.0,97.1,116.2,loser,Maine,138
200.0,45.0,71.0,0.634,36.0,46.0,0.783,9.0,25.0,0.36,9.0,11.0,0.818,9.0,26.0,35.0,21.0,17.0,3.0,14.0,11.0,108.0,0.708,0.697,0.352,0.155,42.9,65.0,57.4,46.7,21.3,6.5,15.5,100.0,135.0,63.8,winner,North Alabama,139
200.0,20.0,63.0,0.317,17.0,46.0,0.37,3.0,17.0,0.176,8.0,12.0,0.667,14.0,12.0,26.0,5.0,9.0,0.0,24.0,10.0,51.0,0.371,0.341,0.27,0.19,35.0,57.1,42.6,25.0,11.3,0.0,25.9,100.0,63.8,135.0,loser,Oakwood,139
200.0,40.0,65.0,0.615,29.0,37.0,0.784,11.0,28.0,0.393,8.0,10.0,0.8,8.0,28.0,36.0,20.0,10.0,6.0,14.0,20.0,99.0,0.71,0.7,0.431,0.154,36.4,82.4,64.3,50.0,13.3,13.6,16.7,100.0,132.0,66.7,winner,NC State,140
200.0,16.0,52.0,0.308,15.0,44.0,0.341,1.0,8.0,0.125,17.0,20.0,0.85,6.0,14.0,20.0,8.0,6.0,1.0,19.0,14.0,50.0,0.407,0.317,0.154,0.385,17.6,63.6,35.7,50.0,8.0,2.7,23.6,100.0,66.7,132.0,loser,Austin Peay,140
200.0,18.0,53.0,0.34,14.0,31.0,0.452,4.0,22.0,0.182,13.0,21.0,0.619,17.0,18.0,35.0,5.0,6.0,4.0,7.0,14.0,53.0,0.421,0.377,0.415,0.396,47.2,78.3,59.3,27.8,10.7,21.1,10.0,100.0,94.6,83.9,winner,North Texas,141
200.0,14.0,38.0,0.368,8.0,19.0,0.421,6.0,19.0,0.316,13.0,17.0,0.765,5.0,19.0,24.0,5.0,4.0,2.0,18.0,22.0,47.0,0.51,0.447,0.5,0.447,21.7,52.8,40.7,35.7,7.1,6.5,28.1,100.0,83.9,94.6,loser,Southern Nazarene,141
200.0,29.0,55.0,0.527,18.0,28.0,0.643,11.0,27.0,0.407,14.0,24.0,0.583,8.0,33.0,41.0,18.0,1.0,5.0,18.0,18.0,83.0,0.625,0.627,0.491,0.436,33.3,76.7,61.2,62.1,1.3,14.7,21.3,100.0,110.7,102.7,winner,Illinois-Springfield,142
200.0,28.0,69.0,0.406,18.0,34.0,0.529,10.0,35.0,0.286,11.0,14.0,0.786,10.0,16.0,26.0,12.0,10.0,1.0,8.0,21.0,77.0,0.509,0.478,0.507,0.203,23.3,66.7,38.8,42.9,13.3,3.6,9.6,100.0,102.7,110.7,loser,Northern Illinois,142
200.0,40.0,67.0,0.597,27.0,35.0,0.771,13.0,32.0,0.406,12.0,19.0,0.632,10.0,28.0,38.0,17.0,12.0,3.0,11.0,14.0,105.0,0.691,0.694,0.478,0.284,34.5,84.8,61.3,42.5,15.4,9.7,12.6,100.0,134.6,62.8,winner,Northern Iowa,143
200.0,18.0,57.0,0.316,14.0,31.0,0.452,4.0,26.0,0.154,9.0,14.0,0.643,5.0,19.0,24.0,8.0,7.0,1.0,21.0,13.0,49.0,0.385,0.351,0.456,0.246,15.2,65.5,38.7,44.4,9.0,2.9,24.8,100.0,62.8,134.6,loser,Wartburg,143
