mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,game_outcome,team,gameid
200.0,24.0,56.0,0.429,14.0,35.0,0.4,10.0,21.0,0.476,27.0,32.0,0.844,9.0,32.0,41.0,20.0,8.0,4.0,14.0,18.0,85.0,0.597,0.518,0.375,0.571,34.6,74.4,59.4,83.3,10.8,13.8,16.4,100.0,114.9,73.0,winner,Northwestern,144
199.0,16.0,63.0,0.254,7.0,29.0,0.241,9.0,34.0,0.265,13.0,18.0,0.722,11.0,17.0,28.0,9.0,6.0,5.0,12.0,28.0,54.0,0.377,0.325,0.54,0.286,25.6,65.4,40.6,56.3,8.1,14.3,14.4,100.0,73.0,114.9,loser,Chicago State,144
200.0,21.0,64.0,0.328,15.0,41.0,0.366,6.0,23.0,0.261,4.0,9.0,0.444,10.0,25.0,35.0,9.0,9.0,1.0,12.0,15.0,52.0,0.381,0.375,0.359,0.141,24.4,89.3,50.7,42.9,12.9,4.2,14.9,100.0,74.3,72.9,winner,Sam Houston State,145
200.0,16.0,43.0,0.372,11.0,24.0,0.458,5.0,19.0,0.263,14.0,20.0,0.7,3.0,31.0,34.0,6.0,4.0,5.0,20.0,12.0,51.0,0.486,0.43,0.442,0.465,10.7,75.6,49.3,37.5,5.7,12.2,27.6,100.0,72.9,74.3,loser,Oklahoma,145
200.0,35.0,74.0,0.473,25.0,43.0,0.581,10.0,31.0,0.323,11.0,16.0,0.688,15.0,31.0,46.0,23.0,5.0,1.0,8.0,16.0,91.0,0.558,0.541,0.419,0.216,40.5,77.5,59.7,65.7,6.8,2.5,8.9,100.0,123.0,91.9,winner,Saint Louis,146
200.0,23.0,62.0,0.371,16.0,40.0,0.4,7.0,22.0,0.318,15.0,22.0,0.682,9.0,22.0,31.0,7.0,3.0,2.0,10.0,17.0,68.0,0.469,0.427,0.355,0.355,22.5,59.5,40.3,30.4,4.1,4.7,12.1,100.0,91.9,123.0,loser,Murray State,146
200.0,37.0,76.0,0.487,28.0,44.0,0.636,9.0,32.0,0.281,26.0,34.0,0.765,12.0,28.0,40.0,17.0,8.0,4.0,9.0,20.0,109.0,0.591,0.546,0.421,0.447,29.3,77.8,51.9,45.9,8.9,11.1,8.9,100.0,121.1,94.4,winner,Samford,147
200.0,27.0,68.0,0.397,13.0,36.0,0.361,14.0,32.0,0.438,17.0,23.0,0.739,8.0,29.0,37.0,16.0,5.0,1.0,19.0,26.0,85.0,0.538,0.5,0.471,0.338,22.2,70.7,48.1,59.3,5.6,2.3,19.4,100.0,94.4,121.1,loser,Anderson (SC),147
200.0,20.0,56.0,0.357,10.0,30.0,0.333,10.0,26.0,0.385,14.0,22.0,0.636,11.0,25.0,36.0,10.0,6.0,2.0,13.0,21.0,64.0,0.482,0.446,0.464,0.393,28.9,80.6,52.2,50.0,8.6,6.1,16.4,100.0,91.4,87.1,winner,Southeast Missouri State,148
200.0,24.0,52.0,0.462,20.0,33.0,0.606,4.0,19.0,0.211,9.0,19.0,0.474,6.0,27.0,33.0,8.0,6.0,3.0,16.0,19.0,61.0,0.5,0.5,0.365,0.365,19.4,71.1,47.8,33.3,8.6,10.0,20.8,100.0,87.1,91.4,loser,South Florida,148
200.0,36.0,61.0,0.59,29.0,45.0,0.644,7.0,16.0,0.438,11.0,18.0,0.611,9.0,27.0,36.0,18.0,6.0,1.0,11.0,11.0,90.0,0.647,0.648,0.262,0.295,33.3,87.1,62.1,50.0,8.5,2.7,13.7,100.0,126.8,101.4,winner,Southeastern Louisiana,149
200.0,28.0,65.0,0.431,18.0,37.0,0.486,10.0,28.0,0.357,6.0,7.0,0.857,4.0,18.0,22.0,14.0,7.0,2.0,7.0,15.0,72.0,0.527,0.508,0.431,0.108,12.9,66.7,37.9,50.0,9.9,4.4,9.3,100.0,101.4,126.8,loser,Loyola (LA),149
200.0,32.0,55.0,0.582,20.0,27.0,0.741,12.0,28.0,0.429,18.0,24.0,0.75,11.0,33.0,44.0,20.0,4.0,3.0,18.0,20.0,94.0,0.708,0.691,0.509,0.436,42.3,76.7,63.8,62.5,5.6,6.5,21.3,100.0,132.4,88.7,winner,Southern Illinois,150
200.0,26.0,64.0,0.406,23.0,46.0,0.5,3.0,18.0,0.167,8.0,18.0,0.444,10.0,15.0,25.0,8.0,11.0,3.0,7.0,19.0,63.0,0.434,0.43,0.281,0.281,23.3,57.7,36.2,30.8,15.5,11.1,8.8,100.0,88.7,132.4,loser,Little Rock,150
200.0,31.0,59.0,0.525,23.0,36.0,0.639,8.0,23.0,0.348,15.0,20.0,0.75,13.0,22.0,35.0,19.0,8.0,7.0,13.0,13.0,85.0,0.62,0.593,0.39,0.339,50.0,71.0,61.4,61.3,11.6,18.9,16.0,100.0,123.2,82.6,winner,SIU-Edwardsville,151
200.0,22.0,57.0,0.386,18.0,37.0,0.486,4.0,20.0,0.2,9.0,10.0,0.9,9.0,13.0,22.0,10.0,5.0,0.0,17.0,15.0,57.0,0.462,0.421,0.351,0.175,29.0,50.0,38.6,45.5,7.2,0.0,21.6,100.0,82.6,123.2,loser,Harris-Stowe,151
200.0,29.0,58.0,0.5,26.0,40.0,0.65,3.0,18.0,0.167,16.0,23.0,0.696,8.0,32.0,40.0,11.0,3.0,7.0,11.0,16.0,77.0,0.559,0.526,0.31,0.397,27.6,74.4,55.6,37.9,4.2,16.3,13.8,100.0,108.5,84.5,winner,SMU,152
200.0,23.0,66.0,0.348,18.0,43.0,0.419,5.0,23.0,0.217,9.0,16.0,0.563,11.0,21.0,32.0,8.0,4.0,1.0,7.0,23.0,60.0,0.408,0.386,0.348,0.242,25.6,72.4,44.4,34.8,5.6,2.5,8.7,100.0,84.5,108.5,loser,Texas A&M-Commerce,152
200.0,31.0,66.0,0.47,28.0,51.0,0.549,3.0,15.0,0.2,10.0,21.0,0.476,16.0,21.0,37.0,14.0,15.0,1.0,13.0,15.0,75.0,0.494,0.492,0.227,0.318,43.2,67.7,54.4,45.2,21.4,4.8,14.6,100.0,107.1,60.0,winner,Southern Miss,153
200.0,13.0,42.0,0.31,7.0,21.0,0.333,6.0,21.0,0.286,10.0,16.0,0.625,10.0,21.0,31.0,6.0,8.0,3.0,28.0,17.0,42.0,0.423,0.381,0.5,0.381,32.3,56.8,45.6,46.2,11.4,5.9,36.1,100.0,60.0,107.1,loser,William Carey,153
200.0,30.0,55.0,0.545,24.0,43.0,0.558,6.0,12.0,0.5,24.0,31.0,0.774,7.0,27.0,34.0,13.0,8.0,7.0,13.0,10.0,90.0,0.645,0.6,0.218,0.564,30.4,81.8,60.7,43.3,10.7,16.7,15.7,100.0,120.0,96.0,winner,Syracuse,154
200.0,27.0,63.0,0.429,19.0,42.0,0.452,8.0,21.0,0.381,10.0,13.0,0.769,6.0,16.0,22.0,16.0,7.0,2.0,12.0,19.0,72.0,0.52,0.492,0.333,0.206,18.2,69.6,39.3,59.3,9.3,4.7,14.8,100.0,96.0,120.0,loser,Lehigh,154
200.0,32.0,63.0,0.508,20.0,37.0,0.541,12.0,26.0,0.462,11.0,18.0,0.611,9.0,35.0,44.0,21.0,3.0,3.0,14.0,25.0,87.0,0.608,0.603,0.413,0.286,26.5,81.4,57.1,65.6,3.8,7.7,16.4,100.0,111.5,69.2,winner,Texas A&M,155
200.0,16.0,59.0,0.271,14.0,39.0,0.359,2.0,20.0,0.1,20.0,28.0,0.714,8.0,25.0,33.0,6.0,10.0,4.0,16.0,18.0,54.0,0.373,0.288,0.339,0.475,18.6,73.5,42.9,37.5,12.8,10.8,18.1,100.0,69.2,111.5,loser,Louisiana-Monroe,155
200.0,31.0,76.0,0.408,26.0,46.0,0.565,5.0,30.0,0.167,7.0,13.0,0.538,20.0,31.0,51.0,17.0,7.0,9.0,13.0,16.0,74.0,0.45,0.441,0.395,0.171,44.4,77.5,60.0,54.8,9.3,22.0,13.7,100.0,98.7,62.7,winner,UTSA,156
200.0,18.0,59.0,0.305,16.0,41.0,0.39,2.0,18.0,0.111,9.0,19.0,0.474,9.0,25.0,34.0,7.0,9.0,5.0,15.0,12.0,47.0,0.345,0.322,0.305,0.322,22.5,55.6,40.0,38.9,12.0,10.9,18.1,100.0,62.7,98.7,loser,Trinity (TX),156
200.0,36.0,69.0,0.522,28.0,47.0,0.596,8.0,22.0,0.364,9.0,11.0,0.818,7.0,27.0,34.0,14.0,5.0,4.0,7.0,15.0,89.0,0.6,0.58,0.319,0.159,21.2,90.0,54.0,38.9,6.7,12.9,8.6,100.0,118.7,89.3,winner,Tulane,157
200.0,22.0,61.0,0.361,14.0,31.0,0.452,8.0,30.0,0.267,15.0,17.0,0.882,3.0,26.0,29.0,13.0,4.0,4.0,9.0,15.0,67.0,0.485,0.426,0.492,0.279,10.0,78.8,46.0,59.1,5.3,8.5,11.5,100.0,89.3,118.7,loser,UMBC,157
200.0,27.0,53.0,0.509,22.0,34.0,0.647,5.0,19.0,0.263,17.0,19.0,0.895,7.0,26.0,33.0,14.0,8.0,2.0,13.0,18.0,76.0,0.613,0.557,0.358,0.358,30.4,74.3,56.9,51.9,11.8,7.7,17.3,100.0,111.8,98.5,winner,Memphis,158
200.0,23.0,56.0,0.411,11.0,26.0,0.423,12.0,30.0,0.4,9.0,15.0,0.6,9.0,16.0,25.0,14.0,8.0,3.0,13.0,18.0,67.0,0.531,0.518,0.536,0.268,25.7,69.6,43.1,60.9,11.8,8.8,17.1,100.0,98.5,111.8,loser,Vanderbilt,158
200.0,18.0,46.0,0.391,12.0,24.0,0.5,6.0,22.0,0.273,29.0,39.0,0.744,6.0,25.0,31.0,10.0,9.0,1.0,10.0,20.0,71.0,0.55,0.457,0.478,0.848,20.0,78.1,50.0,55.6,13.2,3.8,13.4,100.0,104.4,86.8,winner,Wake Forest,159
200.0,21.0,55.0,0.382,13.0,26.0,0.5,8.0,29.0,0.276,9.0,17.0,0.529,7.0,24.0,31.0,7.0,4.0,4.0,12.0,29.0,59.0,0.468,0.455,0.527,0.309,21.9,80.0,50.0,33.3,5.9,16.7,16.0,100.0,86.8,104.4,loser,Fairfield,159
200.0,28.0,64.0,0.438,22.0,43.0,0.512,6.0,21.0,0.286,17.0,25.0,0.68,9.0,34.0,43.0,10.0,6.0,6.0,10.0,15.0,79.0,0.521,0.484,0.328,0.391,29.0,73.9,55.8,35.7,7.7,14.0,11.6,100.0,101.3,70.5,winner,Wichita State,160
200.0,22.0,73.0,0.301,18.0,43.0,0.419,4.0,30.0,0.133,7.0,9.0,0.778,12.0,22.0,34.0,8.0,3.0,2.0,14.0,19.0,55.0,0.356,0.329,0.411,0.123,26.1,71.0,44.2,36.4,3.8,4.7,15.3,100.0,70.5,101.3,loser,Central Arkansas,160
200.0,28.0,55.0,0.509,16.0,29.0,0.552,12.0,26.0,0.462,17.0,23.0,0.739,6.0,30.0,36.0,14.0,8.0,4.0,10.0,15.0,85.0,0.645,0.618,0.473,0.418,19.4,83.3,53.7,50.0,11.4,9.5,13.2,100.0,121.4,84.3,winner,Wisconsin,161
200.0,23.0,57.0,0.404,21.0,42.0,0.5,2.0,15.0,0.133,11.0,17.0,0.647,6.0,25.0,31.0,7.0,5.0,2.0,10.0,20.0,59.0,0.453,0.421,0.263,0.298,16.7,80.6,46.3,30.4,7.1,6.9,13.3,100.0,84.3,121.4,loser,South Dakota,161
200.0,22.0,59.0,0.373,19.0,43.0,0.442,3.0,16.0,0.188,13.0,19.0,0.684,11.0,27.0,38.0,9.0,12.0,4.0,23.0,20.0,60.0,0.441,0.398,0.271,0.322,29.7,90.0,56.7,40.9,15.6,16.0,25.3,100.0,77.9,72.7,winner,BYU,162
200.0,19.0,50.0,0.38,11.0,25.0,0.44,8.0,25.0,0.32,10.0,14.0,0.714,3.0,26.0,29.0,7.0,15.0,2.0,21.0,20.0,56.0,0.494,0.46,0.5,0.28,10.0,70.3,43.3,36.8,19.5,4.7,27.0,100.0,72.7,77.9,loser,Idaho State,162
200.0,22.0,44.0,0.5,15.0,31.0,0.484,7.0,13.0,0.538,14.0,21.0,0.667,1.0,26.0,27.0,13.0,4.0,3.0,16.0,17.0,65.0,0.602,0.58,0.295,0.477,4.0,81.3,47.4,59.1,5.7,9.4,22.9,100.0,92.9,90.0,winner,Colorado State,163
200.0,23.0,54.0,0.426,16.0,32.0,0.5,7.0,22.0,0.318,10.0,16.0,0.625,6.0,24.0,30.0,8.0,10.0,4.0,15.0,21.0,63.0,0.511,0.491,0.407,0.296,18.8,96.0,52.6,34.8,14.3,12.9,19.6,100.0,90.0,92.9,loser,Gardner-Webb,163
199.0,23.0,53.0,0.434,17.0,32.0,0.531,6.0,21.0,0.286,8.0,14.0,0.571,3.0,24.0,27.0,8.0,4.0,1.0,8.0,19.0,60.0,0.503,0.491,0.396,0.264,11.5,72.7,45.8,34.8,6.3,2.6,11.8,100.0,95.2,85.7,winner,Grand Canyon,164
200.0,20.0,52.0,0.385,17.0,39.0,0.436,3.0,13.0,0.231,11.0,18.0,0.611,9.0,23.0,32.0,10.0,5.0,5.0,10.0,21.0,54.0,0.446,0.413,0.25,0.346,27.3,88.5,54.2,50.0,7.9,15.6,14.2,100.0,85.7,95.2,loser,Montana State,164
200.0,42.0,74.0,0.568,25.0,43.0,0.581,17.0,31.0,0.548,10.0,20.0,0.5,19.0,26.0,45.0,26.0,14.0,3.0,3.0,15.0,111.0,0.665,0.682,0.419,0.27,52.8,72.2,62.5,61.9,20.9,10.0,3.5,100.0,165.7,71.6,winner,Jacksonville State,165
200.0,17.0,53.0,0.321,11.0,30.0,0.367,6.0,23.0,0.261,8.0,12.0,0.667,10.0,17.0,27.0,9.0,2.0,3.0,18.0,16.0,48.0,0.409,0.377,0.434,0.226,27.8,47.2,37.5,52.9,3.0,7.0,23.5,100.0,71.6,165.7,loser,Shorter,165
200.0,30.0,66.0,0.455,18.0,39.0,0.462,12.0,27.0,0.444,21.0,29.0,0.724,12.0,25.0,37.0,25.0,9.0,2.0,14.0,20.0,93.0,0.583,0.545,0.409,0.439,31.6,78.1,52.9,83.3,11.1,5.6,14.9,100.0,114.8,72.8,winner,Kansas State,166
200.0,20.0,51.0,0.392,16.0,36.0,0.444,4.0,15.0,0.267,15.0,22.0,0.682,7.0,26.0,33.0,9.0,5.0,2.0,25.0,22.0,59.0,0.48,0.431,0.294,0.431,21.9,68.4,47.1,45.0,6.2,5.1,28.9,100.0,72.8,114.8,loser,Texas-Rio Grande Valley,166
200.0,29.0,62.0,0.468,20.0,32.0,0.625,9.0,30.0,0.3,11.0,15.0,0.733,9.0,23.0,32.0,18.0,11.0,0.0,14.0,15.0,78.0,0.564,0.54,0.484,0.242,34.6,74.2,56.1,62.1,14.9,0.0,16.8,100.0,105.4,82.4,winner,Louisiana Tech,167
200.0,23.0,55.0,0.418,17.0,35.0,0.486,6.0,20.0,0.3,9.0,10.0,0.9,8.0,17.0,25.0,13.0,5.0,3.0,22.0,17.0,61.0,0.51,0.473,0.364,0.182,25.8,65.4,43.9,56.5,6.8,9.4,26.9,100.0,82.4,105.4,loser,Mississippi College,167
200.0,22.0,51.0,0.431,14.0,33.0,0.424,8.0,18.0,0.444,9.0,23.0,0.391,13.0,26.0,39.0,16.0,4.0,5.0,16.0,10.0,61.0,0.493,0.51,0.353,0.451,38.2,70.3,54.9,72.7,6.0,14.3,20.5,100.0,91.0,89.6,winner,Minnesota,168
200.0,24.0,69.0,0.348,16.0,35.0,0.457,8.0,34.0,0.235,4.0,4.0,1.0,11.0,21.0,32.0,11.0,8.0,4.0,10.0,18.0,60.0,0.423,0.406,0.493,0.058,29.7,61.8,45.1,45.8,11.9,12.1,12.4,100.0,89.6,91.0,loser,Western Michigan,168
200.0,22.0,59.0,0.373,13.0,34.0,0.382,9.0,25.0,0.36,20.0,28.0,0.714,18.0,21.0,39.0,11.0,8.0,5.0,16.0,16.0,73.0,0.505,0.449,0.424,0.475,48.6,75.0,60.0,50.0,11.3,11.9,18.1,100.0,102.8,81.7,winner,Ole Miss,169
200.0,21.0,57.0,0.368,14.0,42.0,0.333,7.0,15.0,0.467,9.0,11.0,0.818,7.0,19.0,26.0,12.0,11.0,5.0,16.0,25.0,58.0,0.466,0.43,0.263,0.193,25.0,51.4,40.0,57.1,15.5,14.7,20.5,100.0,81.7,102.8,loser,Alcorn State,169
200.0,29.0,60.0,0.483,22.0,41.0,0.537,7.0,19.0,0.368,24.0,36.0,0.667,11.0,23.0,34.0,17.0,9.0,3.0,12.0,20.0,89.0,0.577,0.542,0.317,0.6,28.9,63.9,45.9,58.6,11.4,8.8,13.5,100.0,112.7,102.5,winner,New Mexico,170
200.0,31.0,66.0,0.47,20.0,34.0,0.588,11.0,32.0,0.344,8.0,13.0,0.615,13.0,27.0,40.0,14.0,4.0,2.0,20.0,30.0,81.0,0.561,0.553,0.485,0.197,36.1,71.1,54.1,45.2,5.1,4.9,21.7,100.0,102.5,112.7,loser,Southern Utah,170
200.0,39.0,74.0,0.527,26.0,38.0,0.684,13.0,36.0,0.361,10.0,16.0,0.625,13.0,34.0,47.0,23.0,11.0,3.0,14.0,17.0,101.0,0.619,0.615,0.486,0.216,40.6,87.2,66.2,59.0,13.4,7.9,14.6,100.0,123.2,63.4,winner,New Mexico State,171
200.0,20.0,68.0,0.294,14.0,38.0,0.368,6.0,30.0,0.2,6.0,11.0,0.545,5.0,19.0,24.0,15.0,7.0,0.0,14.0,17.0,52.0,0.355,0.338,0.441,0.162,12.8,59.4,33.8,75.0,8.5,0.0,16.1,100.0,63.4,123.2,loser,New Mexico Highlands,171
200.0,26.0,60.0,0.433,20.0,35.0,0.571,6.0,25.0,0.24,19.0,27.0,0.704,10.0,26.0,36.0,13.0,8.0,7.0,17.0,22.0,77.0,0.529,0.483,0.417,0.45,29.4,74.3,52.2,50.0,10.1,16.7,18.9,100.0,97.5,83.5,winner,Oklahoma State,172
200.0,21.0,59.0,0.356,17.0,42.0,0.405,4.0,17.0,0.235,20.0,25.0,0.8,9.0,24.0,33.0,7.0,11.0,1.0,16.0,21.0,66.0,0.466,0.39,0.288,0.424,25.7,70.6,47.8,33.3,13.9,2.9,18.4,100.0,83.5,97.5,loser,UT Arlington,172
200.0,24.0,64.0,0.375,16.0,37.0,0.432,8.0,27.0,0.296,18.0,25.0,0.72,14.0,29.0,43.0,13.0,7.0,3.0,11.0,23.0,74.0,0.488,0.438,0.422,0.391,34.1,82.9,56.6,54.2,9.6,9.1,12.7,100.0,101.4,83.6,winner,Florida Gulf Coast,173
200.0,21.0,52.0,0.404,18.0,33.0,0.545,3.0,19.0,0.158,16.0,24.0,0.667,6.0,27.0,33.0,15.0,9.0,8.0,15.0,21.0,61.0,0.481,0.433,0.365,0.462,17.1,65.9,43.4,71.4,12.3,21.6,19.1,100.0,83.6,101.4,loser,USC,173
200.0,37.0,70.0,0.529,32.0,58.0,0.552,5.0,12.0,0.417,14.0,21.0,0.667,16.0,31.0,47.0,25.0,19.0,6.0,22.0,19.0,93.0,0.581,0.564,0.171,0.3,53.3,93.9,74.6,67.6,22.1,24.0,21.6,100.0,108.1,46.5,winner,Stephen F. Austin,174
200.0,12.0,52.0,0.231,4.0,25.0,0.16,8.0,27.0,0.296,8.0,12.0,0.667,2.0,14.0,16.0,8.0,7.0,5.0,31.0,18.0,40.0,0.347,0.308,0.519,0.231,6.1,46.7,25.4,66.7,8.1,8.6,34.9,100.0,46.5,108.1,loser,LeTourneau,174
202.0,30.0,60.0,0.5,19.0,33.0,0.576,11.0,27.0,0.407,14.0,22.0,0.636,12.0,22.0,34.0,11.0,5.0,7.0,15.0,16.0,85.0,0.603,0.592,0.45,0.367,40.0,81.5,59.6,36.7,6.8,20.6,17.6,100.0,116.4,102.7,winner,Tennessee State,175
200.0,28.0,58.0,0.483,19.0,34.0,0.559,9.0,24.0,0.375,10.0,11.0,0.909,5.0,18.0,23.0,17.0,7.0,3.0,14.0,15.0,75.0,0.593,0.56,0.414,0.19,18.5,60.0,40.4,60.7,9.6,9.1,18.1,100.0,102.7,116.4,loser,Fisk,175
200.0,29.0,64.0,0.453,21.0,45.0,0.467,8.0,19.0,0.421,9.0,16.0,0.563,10.0,36.0,46.0,17.0,1.0,5.0,9.0,16.0,75.0,0.524,0.516,0.297,0.25,27.8,87.8,59.7,58.6,1.4,11.9,11.2,100.0,102.7,79.5,winner,Utah State,176
200.0,20.0,61.0,0.328,17.0,42.0,0.405,3.0,19.0,0.158,15.0,20.0,0.75,5.0,26.0,31.0,8.0,6.0,3.0,9.0,18.0,58.0,0.411,0.352,0.311,0.328,12.2,72.2,40.3,40.0,8.2,6.7,11.3,100.0,79.5,102.7,loser,Utah Valley,176
200.0,33.0,60.0,0.55,19.0,32.0,0.594,14.0,28.0,0.5,15.0,20.0,0.75,11.0,28.0,39.0,18.0,5.0,4.0,10.0,10.0,95.0,0.683,0.667,0.467,0.333,39.3,82.4,62.9,54.5,7.1,8.7,12.6,100.0,135.7,81.4,winner,Virginia Tech,177
200.0,24.0,62.0,0.387,20.0,46.0,0.435,4.0,16.0,0.25,5.0,7.0,0.714,6.0,17.0,23.0,9.0,5.0,2.0,12.0,18.0,57.0,0.436,0.419,0.258,0.113,17.6,60.7,37.1,37.5,7.1,6.3,15.5,100.0,81.4,135.7,loser,Delaware State,177
200.0,37.0,73.0,0.507,23.0,36.0,0.639,14.0,37.0,0.378,14.0,21.0,0.667,7.0,28.0,35.0,21.0,11.0,5.0,9.0,18.0,102.0,0.615,0.603,0.507,0.288,19.4,80.0,49.3,56.8,13.1,13.5,9.8,100.0,121.4,82.1,winner,Wyoming,178
200.0,24.0,62.0,0.387,16.0,37.0,0.432,8.0,25.0,0.32,13.0,17.0,0.765,7.0,29.0,36.0,9.0,5.0,4.0,20.0,23.0,69.0,0.492,0.452,0.403,0.274,20.0,80.6,50.7,37.5,6.0,11.1,22.2,100.0,82.1,121.4,loser,Colorado Christian,178
200.0,36.0,70.0,0.514,29.0,47.0,0.617,7.0,23.0,0.304,15.0,25.0,0.6,17.0,35.0,52.0,21.0,12.0,3.0,21.0,26.0,94.0,0.574,0.564,0.329,0.357,53.1,77.8,67.5,58.3,13.8,9.4,20.4,100.0,108.0,67.8,winner,Cal Poly,179
200.0,18.0,67.0,0.269,11.0,32.0,0.344,7.0,35.0,0.2,16.0,24.0,0.667,10.0,15.0,25.0,11.0,9.0,4.0,19.0,20.0,59.0,0.376,0.321,0.522,0.358,22.2,46.9,32.5,61.1,10.3,8.5,19.5,100.0,67.8,108.0,loser,Bethesda University (CA),179
200.0,26.0,63.0,0.413,18.0,44.0,0.409,8.0,19.0,0.421,8.0,12.0,0.667,15.0,20.0,35.0,15.0,7.0,5.0,12.0,11.0,68.0,0.495,0.476,0.302,0.19,42.9,71.4,55.6,57.7,10.6,14.3,14.9,100.0,103.0,53.0,winner,Cal State Bakersfield,180
200.0,13.0,49.0,0.265,11.0,35.0,0.314,2.0,14.0,0.143,7.0,11.0,0.636,8.0,20.0,28.0,3.0,6.0,4.0,20.0,16.0,35.0,0.323,0.286,0.286,0.224,28.6,57.1,44.4,23.1,9.1,9.1,26.9,100.0,53.0,103.0,loser,San Diego Christian,180
200.0,36.0,70.0,0.514,26.0,46.0,0.565,10.0,24.0,0.417,8.0,10.0,0.8,9.0,31.0,40.0,23.0,5.0,3.0,5.0,18.0,90.0,0.602,0.586,0.343,0.143,33.3,81.6,61.5,63.9,7.1,8.8,6.3,100.0,128.6,78.6,winner,Cal State Northridge,181
200.0,14.0,52.0,0.269,9.0,34.0,0.265,5.0,18.0,0.278,22.0,26.0,0.846,7.0,18.0,25.0,5.0,4.0,0.0,12.0,11.0,55.0,0.427,0.317,0.346,0.5,18.4,66.7,38.5,35.7,5.7,0.0,15.7,100.0,78.6,128.6,loser,La Sierra,181
200.0,32.0,63.0,0.508,28.0,53.0,0.528,4.0,10.0,0.4,11.0,15.0,0.733,11.0,30.0,41.0,17.0,8.0,3.0,10.0,18.0,79.0,0.563,0.54,0.159,0.238,33.3,71.4,54.7,53.1,11.4,11.1,12.5,100.0,112.9,91.4,winner,Long Beach State,182
200.0,20.0,62.0,0.323,12.0,27.0,0.444,8.0,35.0,0.229,16.0,21.0,0.762,12.0,22.0,34.0,13.0,4.0,2.0,11.0,16.0,64.0,0.445,0.387,0.565,0.339,28.6,66.7,45.3,65.0,5.7,3.8,13.3,100.0,91.4,112.9,loser,California Baptist,182
200.0,39.0,72.0,0.542,31.0,56.0,0.554,8.0,16.0,0.5,10.0,18.0,0.556,11.0,35.0,46.0,26.0,16.0,10.0,13.0,19.0,96.0,0.596,0.597,0.222,0.25,33.3,89.7,63.9,66.7,19.8,27.0,13.9,100.0,118.5,61.7,winner,UC-Irvine,183
200.0,16.0,54.0,0.296,12.0,37.0,0.324,4.0,17.0,0.235,14.0,17.0,0.824,4.0,22.0,26.0,8.0,6.0,3.0,22.0,15.0,50.0,0.403,0.333,0.315,0.315,10.3,66.7,36.1,50.0,7.4,5.4,26.2,100.0,61.7,118.5,loser,Chapman,183
200.0,30.0,65.0,0.462,16.0,31.0,0.516,14.0,34.0,0.412,11.0,18.0,0.611,12.0,21.0,33.0,24.0,6.0,4.0,7.0,18.0,85.0,0.578,0.569,0.523,0.277,40.0,80.8,58.9,80.0,9.0,12.1,8.7,100.0,126.9,106.0,winner,Seattle,184
200.0,25.0,53.0,0.472,20.0,33.0,0.606,5.0,20.0,0.25,16.0,21.0,0.762,5.0,18.0,23.0,17.0,5.0,2.0,8.0,16.0,71.0,0.564,0.519,0.377,0.396,19.2,60.0,41.1,68.0,7.5,6.5,11.3,100.0,106.0,126.9,loser,UC-San Diego,184
200.0,27.0,53.0,0.509,18.0,30.0,0.6,9.0,23.0,0.391,12.0,24.0,0.5,7.0,33.0,40.0,20.0,6.0,3.0,17.0,17.0,75.0,0.582,0.594,0.434,0.453,25.0,82.5,58.8,74.1,7.9,7.0,20.9,100.0,98.7,77.6,winner,UCSB,185
200.0,21.0,60.0,0.35,16.0,43.0,0.372,5.0,17.0,0.294,12.0,17.0,0.706,7.0,21.0,28.0,8.0,9.0,3.0,16.0,23.0,59.0,0.433,0.392,0.283,0.283,17.5,75.0,41.2,38.1,11.8,10.0,19.0,100.0,77.6,98.7,loser,San Francisco State,185
200.0,23.0,52.0,0.442,18.0,31.0,0.581,5.0,21.0,0.238,18.0,26.0,0.692,7.0,21.0,28.0,11.0,8.0,3.0,13.0,14.0,69.0,0.536,0.49,0.404,0.5,23.3,84.0,50.9,47.8,11.4,11.1,16.8,100.0,98.6,80.0,winner,Fresno State,186
200.0,21.0,45.0,0.467,13.0,27.0,0.481,8.0,18.0,0.444,6.0,11.0,0.545,4.0,23.0,27.0,10.0,7.0,2.0,24.0,23.0,56.0,0.557,0.556,0.4,0.244,16.0,76.7,49.1,47.6,10.0,6.5,32.3,100.0,80.0,98.6,loser,Fresno Pacific,186
200.0,38.0,76.0,0.5,25.0,40.0,0.625,13.0,36.0,0.361,10.0,14.0,0.714,20.0,39.0,59.0,28.0,7.0,2.0,13.0,17.0,99.0,0.599,0.586,0.474,0.184,52.6,92.9,73.8,73.7,9.2,8.3,13.6,100.0,130.3,64.5,winner,Loyola Marymount,187
200.0,17.0,57.0,0.298,10.0,24.0,0.417,7.0,33.0,0.212,8.0,17.0,0.471,3.0,18.0,21.0,11.0,5.0,0.0,14.0,16.0,49.0,0.376,0.36,0.579,0.298,7.1,47.4,26.3,64.7,6.6,0.0,17.7,100.0,64.5,130.3,loser,Life Pacific,187
